CODIGO,DETALLE,DETALLE_E1,DETALLE_E2,RUBRO,PROVEEDOR,UNIDAD,SERIAL_NUM,EXP_DATE,CODIGO_D_R,COSTO,PRECIO_1,PORCENT_1,PRECIO_2,PORCENT_2,PRECIO_3,PORCENT_3,PRECIO_4,PORCENT_4,PRECIO_5,PORCENT_5,PROMO,PROMOPRICE,PROMOSTART,PROMOEND,COMM_TYPE,COMM,COMM_MAX,EXISTENCIA,MINIMO,MAXIMO,PUN_PEDIDO,TASA_IVA,IT_TIPO,IT_POR_MON,TAX_1,TAX_2,TAX_3,TAX_4,TAX_5,BALANZA,TYPE,OBS,VIEW_OBS,SERVICE,CUSTOM_1,CUSTOM_2,CUSTOM_3,CUSTOM_4,CUSTOM_5,CUSTOM_6,IMAGE,IMAGEVIEW,MONEDA,KIT_C_PROD,COD_BARRA,TLABEL,CREADO,MODIFICADO,USE_CP_KIT,EXIS_SUC1,EXIS_SUC2,EXIS_SUC3,EXIS_SUC4,EXIS_SUC5,EXIS_SUC6,EXIS_SUC7,EXIS_SUC8,EXIS_SUC9,EXIS_SUC10,VEN_SUC1,VEN_SUC2,VEN_SUC3,VEN_SUC4,VEN_SUC5,VEN_SUC6,VEN_SUC7,VEN_SUC8,VEN_SUC9,VEN_SUC10,COMER_E
00000026555984 ,MOLDE SILICONA MACETA X 3               ,                                        ,                                        ,MOLDES                        ,0000000001,     ,.F.,.F.,0000000000,0,6113,0,0,0,0,0,0,0,0,0,.F.,0,2/10/2023,2/10/2023,2,0,0,99,2,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,2/10/2023,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
00000026555993 ,MOLDE SILICONA BEIGE ROSA               ,                                        ,                                        ,MOLDES                        ,0000000001,     ,.F.,.F.,0000000000,0,4265,0,0,0,0,0,0,0,0,0,.F.,0,28/05/2023,28/05/2023,2,0,0,100,0,1,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,2/10/2023,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
00000026556006 ,MOLDE JABON X 4                         ,                                        ,                                        ,MOLDES                        ,0000000001,     ,.F.,.F.,0000000000,0,7379,0,0,0,0,0,0,0,0,0,.F.,0,2/10/2023,2/10/2023,2,0,0,99,2,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,2/10/2023,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1              ,BOL                        ,                                        ,                                        ,MADERA                        ,0000000001,     ,.F.,.F.,0000000000,0,113,0,0,0,0,0,0,0,0,0,.F.,0,19/07/2023,19/07/2023,2,0,0,9357,2,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,24/11/2021,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
100            ,ACRILICO 1/2  PERFORACION               ,                                        ,                                        ,ACRILICO COLOR                ,0000000001,     ,.F.,.F.,0000000000,0,473,0,0,0,0,0,0,0,0,0,.F.,0,14/10/2020,14/10/2020,2,0,0,990,10,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,14/10/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1000           ,RAMOS DE PAPEL                          ,                                        ,                                        ,MODA FLOR PAPEL               ,0000000001,     ,.F.,.F.,0000000000,0,586,0,0,0,0,0,0,0,0,0,.F.,0,21/09/2020,21/09/2020,2,0,0,48,10,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,7/11/2018,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1001           ,CINTA DOBLE FAZ                         ,                                        ,                                        ,PEGAMENTOS                    ,0000000001,     ,.F.,.F.,0000000000,0,769,0,0,0,0,0,0,0,0,0,.F.,0,22/10/2020,22/10/2020,2,0,0,996,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1002           ,LAMINA DE SEDA 50X70                    ,                                        ,                                        ,ARTISTICA                     ,0000000001,     ,.F.,.F.,0000000000,0,1498,0,0,0,0,0,0,0,0,0,.F.,0,11/6/2023,11/6/2023,2,0,0,693,10,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,30/04/2021,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1003           ,TIRA PIEDRA MURANO                      ,                                        ,                                        ,PIEDRAS NATURALES             ,0000000001,     ,.F.,.F.,0000000000,0,2491,0,0,0,0,0,0,0,0,0,.F.,0,25/04/2020,25/04/2020,2,0,0,"982,5",1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1004           ,LAMINA TRANSFER DECO A3                 ,                                        ,                                        ,ARTISTICA                     ,0000000001,     ,.F.,.F.,0000000000,0,4480,0,0,0,0,0,0,0,0,0,.F.,0,6/12/2023,6/12/2023,2,0,0,93,2,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,25/02/2023,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1005           ,TANZA RIGIDA 0.25 x 100 m               ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,1479,0,0,0,0,0,0,0,0,0,.F.,0,9/4/2023,9/4/2023,2,0,0,922,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1007           ,PERLA OPALINA 8                         ,                                        ,                                        ,COLLAR EN TIRA                ,0000000001,     ,.F.,.F.,0000000000,0,1611,0,0,0,0,0,0,0,0,0,.F.,0,29/09/2020,29/09/2020,2,0,0,992,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1008           ,CADENA CUADRADA MED                     ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,1228,0,0,0,0,0,0,0,0,0,.F.,0,16/09/2020,16/09/2020,2,0,0,968,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1009           ,TANZA RIGIDA x 50 m                     ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,770,0,0,0,0,0,0,0,0,0,.F.,0,2/6/2020,2/6/2020,2,0,0,85,10,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,2/6/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
101            ,ACRILICO Especial                       ,                                        ,                                        ,ACRILICO COLOR                ,0000000001,     ,.F.,.F.,0000000000,0,511,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,650,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1010           ,CARTONES PARA BIJOU  x2                 ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,298,0,0,0,0,0,0,0,0,0,.F.,0,16/09/2020,16/09/2020,2,0,0,16,1,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,10/1/2019,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1011           ,CIERRE TIFFANY 20 MM                    ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,1183,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,951,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1012           ,CADENA TOURBILLON OV                    ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,1883,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,994,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1013           ,ALFILER ORO ROSE 10 G                   ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,903,0,0,0,0,0,0,0,0,0,.F.,0,26/07/2022,26/07/2022,2,0,0,91,2,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,26/07/2022,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1014           ,CADENA VIBORA CHATA                     ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,2359,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,985,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1015           ,CIERRE RESORTE                          ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,241,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,743,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1016           ,ALFILER LARGO  C/TOPE                   ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,589,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,925,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1017           ,CADENA ROLO METAL                       ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,1418,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,978,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1018           ,CADENA ALUMINIO 115                     ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,1541,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,797,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1019           ,CADENA ALUMINIO 4246                    ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,1228,0,0,0,0,0,0,0,0,0,.F.,0,28/10/2017,28/10/2017,2,0,0,813,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,28/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
102            ,CADENA DORADA MODA                      ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,538,0,0,0,0,0,0,0,0,0,.F.,0,4/7/2019,4/7/2019,2,0,0,27,10,400,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,4/7/2019,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1020           ,CANUTILLO x 100 g                       ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,2130,0,0,0,0,0,0,0,0,0,.F.,0,15/09/2020,15/09/2020,2,0,0,993,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1021           ,CADENA DORADA  FINA                     ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,383,0,0,0,0,0,0,0,0,0,.F.,0,9/4/2018,9/4/2018,2,0,0,953,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1022           ,APLIQUE CON BRILLO                      ,                                        ,                                        ,MODA APLIQUES                 ,0000000001,     ,.F.,.F.,0000000000,0,2260,0,0,0,0,0,0,0,0,0,.F.,0,22/09/2020,22/09/2020,2,0,0,93,1,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,22/09/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1023           ,CADENA FINA CON BOLITA                  ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,814,0,0,0,0,0,0,0,0,0,.F.,0,29/10/2017,29/10/2017,2,0,0,879,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1024           ,"CADENA DORADA LIMADA 1,2                ",                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,436,0,0,0,0,0,0,0,0,0,.F.,0,25/09/2018,25/09/2018,2,0,0,42,10,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,25/09/2018,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1025           ,CERAMICA                                ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,2840,0,0,0,0,0,0,0,0,0,.F.,0,22/07/2022,22/07/2022,2,0,0,60,1,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,8/8/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1026           ,CERAMICA REDONDA                        ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,3078,0,0,0,0,0,0,0,0,0,.F.,0,22/07/2022,22/07/2022,2,0,0,95,1,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,8/8/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1027           ,PERLA OPALINA 6                         ,                                        ,                                        ,COLLAR EN TIRA                ,0000000001,     ,.F.,.F.,0000000000,0,1683,0,0,0,0,0,0,0,0,0,.F.,0,29/09/2020,29/09/2020,2,0,0,877,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1028           ,CADENA DORADA ROLO                      ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,473,0,0,0,0,0,0,0,0,0,.F.,0,9/4/2018,9/4/2018,2,0,0,996,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1029           ,HILO POLIPROPILENO                      ,                                        ,                                        ,MERCERIA                      ,0000000001,     ,.F.,.F.,0000000000,0,3778,0,0,0,0,0,0,0,0,0,.F.,0,29/10/2022,29/10/2022,2,0,0,100,2,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2022,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
103            ,CADENA DORADA ENTRELAZ                  ,                                        ,                                        ,CADENAS                       ,0000000001,     ,.F.,.F.,0000000000,0,825,0,0,0,0,0,0,0,0,0,.F.,0,4/7/2019,4/7/2019,2,0,0,67,10,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,4/7/2019,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1030           ,POMPONES MINI c/u                       ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,28,0,0,0,0,0,0,0,0,0,.F.,0,7/12/2021,7/12/2021,2,0,0,9330,10,10000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,7/12/2021,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1031           ,"TANZA RIGIDA 0,5 X 50 MTS               ",                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,5893,0,0,0,0,0,0,0,0,0,.F.,0,5/4/2021,5/4/2021,2,0,0,90,10,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,5/4/2021,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1032           ,NICRON PIGMENTOS 15gr                   ,                                        ,                                        ,ARTISTICA                     ,0000000001,     ,.F.,.F.,0000000000,0,3625,0,0,0,0,0,0,0,0,0,.F.,0,18/09/2020,18/09/2020,2,0,0,984,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,8/8/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1033           ,MOSQUETON 504 x 20 unid                 ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,2955,0,0,0,0,0,0,0,0,0,.F.,0,29/10/2017,29/10/2017,2,0,0,520,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1034           ,TIRA PIEDRA CELESTE                     ,                                        ,                                        ,PIEDRAS NATURALES             ,0000000001,     ,.F.,.F.,0000000000,0,395,0,0,0,0,0,0,0,0,0,.F.,0,29/10/2017,29/10/2017,2,0,0,1000,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1035           ,APLIQUE                                 ,                                        ,                                        ,MODA APLIQUES                 ,0000000001,     ,.F.,.F.,0000000000,0,3229,0,0,0,0,0,0,0,0,0,.F.,0,22/09/2020,22/09/2020,2,0,0,97,1,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,22/09/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1036           ,APLIQUE DE TELA                         ,                                        ,                                        ,MODA APLIQUES                 ,0000000001,     ,.F.,.F.,0000000000,0,1565,0,0,0,0,0,0,0,0,0,.F.,0,22/09/2020,22/09/2020,2,0,0,89,1,100,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,22/09/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1037           ,"TANZA RIGIDA 0,4 0,45 x 100 m           ",                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,2424,0,0,0,0,0,0,0,0,0,.F.,0,25/09/2018,25/09/2018,2,0,0,864,1,1000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/10/2017,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
1038           ,POMPONES CHICO   c/u                    ,                                        ,                                        ,BASICOS ARMADOR               ,0000000001,     ,.F.,.F.,0000000000,0,41,0,0,0,0,0,0,0,0,0,.F.,0,29/09/2020,29/09/2020,2,0,0,8884,1,10000,0,0,          ,0,          ,          ,          ,          ,          ,N,STANDARD  ,,.F.,,                              ,                              ,                              ,                              ,                              ,                              ,mprod.bmp                                                   ,.F.,AR  ,0,               ,UPC-A   ,29/09/2020,13/12/2023,.F.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No publicar                   
